46,21.049316,2502.043457,510270.656250,16.073282,1.153620,-16.000000,-1
41,21.212891,5628.561035,183282528.000000,31.473209,0.791920,-10.000000,-1
36,39.600098,2604.000000,617.388916,4.995397,3.036270,-10.754888,-1
34,57.250000,2662.411865,512.712769,4.393527,2.046964,-10.000000,-1
104,42.904541,3481.875000,309984.687500,12.182089,10.875765,-92.793991,-1
67,20.229980,3437.387939,459525.406250,10.912771,5.312435,-60.529324,-1
91,24.522949,3512.296631,353961.031250,12.721910,7.404850,-109.622925,-1
82,22.620605,4155.768066,47097436.000000,12.875450,8.083540,-83.790451,-1
52,20.700684,6940.134766,207885504.000000,24.474010,1.563513,-43.509773,-1
28,34.793701,2368.107178,527.595642,4.363392,3.240965,-4.000000,-1
33,36.594238,2479.121094,530.167236,10.378748,1.445369,-8.000000,-1
56,49.100098,2537.178467,892.218201,10.315866,4.093140,-33.609642,-1
32,24.627441,2351.062500,490.996094,5.917926,3.020384,-8.000000,-1
27,34.111816,2490.222168,717.728455,8.131102,0.882077,-6.000000,-1
65,82.729004,3513.446045,2911.877686,22.098413,2.553505,-20.754887,-1
84,25.631104,3545.333252,461.817535,10.172851,6.838574,-61.384075,-1
61,25.863037,2513.426270,683.556335,12.277376,4.976598,-52.264660,-1
43,55.626465,2509.651123,572.227234,8.174277,2.099374,-19.509775,-1
37,52.428467,2322.756836,1199.751831,13.742775,1.082662,-6.000000,-1
47,37.756836,2530.787354,701.784424,8.035755,5.227631,-14.000000,-1
72,65.076172,2353.708252,1390.650879,9.770119,4.649376,-41.509773,-1
45,24.764648,2178.266602,668.461853,7.860785,4.647956,-22.754887,-1
19,45.833252,2145.368408,764.548401,2.233919,1.483790,-2.000000,-1
95,21.773193,3641.105225,252.852036,15.921581,6.717073,-110.529335,-1
27,51.058838,2421.148193,476.200226,4.095703,1.418353,-12.000000,-1
22,43.861084,2477.181885,628.966980,5.445841,0.903854,-6.000000,-1
40,56.442383,2558.899902,934.540039,6.494072,2.992599,-10.000000,-1
36,41.125000,2457.277832,864.922974,6.653939,1.646515,-12.000000,-1
35,43.013916,2561.657227,848.110779,8.102932,1.466360,-8.000000,-1
23,29.986084,2445.086914,649.992554,4.735159,0.978758,-8.000000,-1
23,39.854248,2459.956543,498.563354,2.696798,1.826262,-4.000000,-1
79,22.169922,3620.354492,348.785583,29.241468,3.386264,-69.284210,-1
23,31.527832,2534.043457,347.172058,3.988676,1.265955,-6.000000,-1
128,67.526611,3765.476562,8155.187500,15.204042,8.966383,-175.071884,-1
118,101.558838,3757.805176,9282.647461,16.642429,6.570824,-132.477676,-1
60,26.250000,2571.683350,632.216431,10.119780,4.417011,-34.264664,-1
64,51.208252,2725.921875,894.666504,9.830191,3.781719,-37.509773,-1
29,44.916748,2525.000000,741.103455,11.069990,1.301977,-12.754888,-1
31,30.851074,3593.612793,353.463165,5.462537,1.638138,-12.000000,1
25,40.886963,3594.280029,438.041595,5.454603,1.547686,-6.000000,1
33,27.638916,3574.878906,627.682617,6.264457,2.543412,-10.000000,1
29,33.630859,3621.862061,238.325821,8.195527,0.786765,-19.509775,1
43,31.000000,3531.953369,414.788483,5.493890,3.217560,-10.754888,-1
49,48.458252,2668.510254,911.474182,9.607804,2.925606,-16.000000,-1
78,48.427490,2748.358887,547.076050,9.877615,5.184234,-57.774433,-1
60,30.325928,3011.916748,905.609741,15.752178,3.535820,-32.754887,-1
70,36.163574,3707.857178,298.522339,15.376648,3.911309,-59.774433,1
72,48.369629,3627.416748,931.270630,12.667638,3.710695,-36.754887,1
43,67.119629,3629.581299,728.615479,7.950467,2.086021,-23.509773,1
44,41.944580,3114.863525,445.981537,7.912249,2.373580,-15.509775,-1
38,42.736084,2549.210449,636.587219,5.999610,3.438816,-21.509775,-1
47,54.920166,3104.872314,1178.366821,5.675880,2.769781,-8.000000,-1
62,89.051514,3637.903320,1618.248413,10.372675,2.453409,-18.754887,1
83,49.625000,3647.349365,548.444214,13.684976,5.271420,-66.264664,1
53,59.460449,3665.358398,828.192383,8.139797,2.921301,-10.000000,1
22,34.401855,3615.272705,278.198334,2.163767,1.431228,-2.000000,1
64,45.488525,3642.218750,423.795532,7.116508,5.214514,-34.264664,1
31,20.976074,2657.935547,372.447327,5.173210,2.503824,-12.754888,-1
22,31.812500,2432.000000,462.000000,4.129933,1.150848,-6.754888,-1
37,42.035645,2445.135254,856.981750,8.872231,1.740661,-8.754888,-1
16,25.912109,3338.812500,158.527344,2.609542,0.912076,-8.000000,-1
41,52.086182,3316.585449,1629.413330,10.244687,1.814018,-12.754888,-1
49,43.706299,2427.591797,818.282288,13.919404,3.096408,-16.754887,-1
52,35.295410,4919.827148,146840480.000000,26.328941,4.248241,-21.509775,-1
30,39.773926,2488.199951,488.826599,5.895797,1.415726,-10.754888,-1
26,44.569336,2429.423096,579.398010,3.543761,1.489488,-10.754888,-1
59,48.821533,3344.593262,542.444702,10.850424,2.794948,-30.754887,-1
44,32.416748,5332.659180,172258048.000000,28.342295,1.353554,-13.509775,-1
28,56.437500,2651.785645,640.739746,2.811691,1.964115,-6.000000,-1
49,36.009521,2438.061279,617.853271,10.663192,2.946408,-12.754888,-1
90,47.339111,2765.555664,1342.736328,11.810456,7.771171,-60.264660,-1
48,39.858398,2547.708252,751.790039,7.646191,4.424060,-31.019548,-1
51,82.911377,2523.764648,1646.728882,10.287252,3.144286,-14.000000,-1
43,50.250000,2885.325684,707.894104,11.151423,2.488352,-25.019548,-1
71,206.960449,3212.295654,7791.531738,8.469318,4.457849,-10.000000,1
23,24.416748,2861.521729,611.553894,2.834409,1.511317,-6.000000,-1
69,47.487061,2451.101562,589.482422,7.375669,6.049424,-42.000000,-1
32,38.630371,2531.531250,360.811523,5.136762,2.518711,-12.754888,-1
127,203.030518,3610.118164,19421.142578,17.438717,6.089508,-59.019547,-1
121,130.422607,3673.305664,832.211975,14.166338,8.105513,-140.768173,-1
16,34.673096,2548.000000,649.625000,1.984665,1.088600,-2.000000,-1
29,23.381104,2508.724121,279.165314,3.922633,1.760557,-6.000000,-1
50,38.793945,2541.020020,506.579498,8.582400,4.935237,-24.264662,-1
37,33.391357,2419.000000,528.756775,10.202595,1.575759,-18.754887,-1
37,38.875000,2360.864746,473.089905,4.159334,3.483562,-19.509775,-1
21,37.117676,2398.190430,488.630341,5.225867,1.005315,-2.000000,-1
70,58.022461,2511.028564,1638.799194,13.155942,4.155116,-32.264664,-1
25,51.503174,2405.360107,503.910461,3.925550,1.494755,-13.509775,-1
26,37.777588,2387.615479,660.775085,4.992646,0.897179,-2.000000,-1
45,47.500000,2391.777832,708.128357,7.628073,3.329615,-23.609640,-1
75,23.596436,2357.346680,958.146484,12.848989,6.451901,-37.509773,-1
21,38.937500,2168.952393,445.378723,3.611866,1.371877,-2.000000,-1
15,37.615479,2311.666748,763.022217,3.036672,0.858743,0.000000,-1
23,22.746582,2496.956543,620.302490,8.423867,1.501341,-6.000000,-1
40,26.634277,2364.875000,641.459351,10.879602,3.373499,-10.000000,-1
41,54.928467,2338.243896,1145.794067,10.092157,2.014323,-16.754887,-1
50,57.632568,2461.760010,735.982178,7.607183,2.445620,-20.000000,-1
24,29.552734,2304.583252,383.409760,4.184684,2.039151,-2.000000,-1
43,54.148438,2317.604736,676.099426,7.852725,1.885385,-17.509775,-1
38,44.740723,2402.210449,910.481995,9.158940,3.612723,-22.000000,-1
51,80.243652,2331.607910,2161.375488,9.282225,2.877505,-10.000000,-1
117,192.083984,3693.230713,118054.976562,18.416447,6.386559,-94.013283,-1
107,228.600098,3751.373779,26040.919922,16.843506,7.428837,-52.529320,-1
162,104.425537,4067.148193,5928.456055,21.479183,8.713498,-946.855957,-1
28,21.524902,3401.714355,124.275490,6.034718,0.983506,-14.754888,-1
43,26.333252,3307.860352,260.817780,6.583029,3.078615,-25.509773,-1
59,22.537842,3315.745850,549.071045,14.152154,2.055510,-31.019548,-1
68,36.209229,3293.779297,405.377899,15.862013,4.566908,-58.629189,-1
41,25.969971,3289.536621,179.663345,7.079521,2.106249,-30.264662,-1
79,20.067627,3311.291260,196.155701,9.721733,5.569356,-86.629196,-1
21,29.384521,3281.619141,418.426331,3.413598,0.938210,-6.000000,-1
16,32.846191,3309.687500,301.339844,2.295000,1.038800,-4.000000,-1
31,33.774902,3273.741943,1053.352661,3.722125,2.208084,-8.000000,-1
84,26.733154,3289.416748,310.290649,11.991770,6.347505,-81.774437,-1
55,54.738281,3466.054443,1087.906494,8.318253,3.273825,-24.754887,1
45,20.532471,3410.155518,288.442505,6.525035,3.471579,-30.754887,-1
35,24.788086,3339.885742,259.187012,4.652159,2.559691,-16.000000,-1
52,36.111084,3319.788574,296.397705,11.086512,2.998787,-29.509773,-1
37,21.222168,3289.702637,144.316986,7.232322,3.208372,-29.119415,-1
27,26.428467,3364.148193,260.644745,2.966751,1.887725,-15.509775,-1
50,22.587891,3250.580078,293.723724,10.598759,4.855762,-33.019547,-1
40,20.583252,3357.350098,436.277649,9.429915,1.314647,-14.000000,-1
64,26.018555,3292.515625,339.874573,19.330132,3.590153,-39.509773,-1
60,51.338135,3263.066650,1023.329102,10.405727,3.687519,-18.754887,-1
23,27.111084,3243.043457,243.519897,4.080960,1.372732,-8.000000,-1
33,28.125000,3256.242432,389.577637,7.366566,1.990447,-10.754888,-1
41,26.482666,3252.122070,315.472900,6.667757,2.968200,-25.509773,-1
35,36.795166,3272.085693,386.535645,14.542895,2.436322,-20.754887,-1
48,38.850830,3303.354248,344.103729,8.828706,3.782748,-23.509775,-1
30,21.835449,2235.733398,331.128967,4.268189,1.882630,-8.000000,-1
26,20.397705,3261.769287,377.177521,6.432662,1.370878,-8.000000,-1
42,30.684570,3231.452393,352.866852,5.994556,2.046021,-22.754887,-1
49,27.138916,3175.714355,566.693970,8.596186,4.891848,-38.264660,-1
48,33.045410,3283.375000,279.692719,9.515522,2.658026,-18.754887,-1
29,33.854980,3207.241455,462.321106,7.346981,3.872088,-6.754888,-1
53,30.617432,3222.528320,636.324646,7.230497,5.684510,-36.264660,-1
43,32.746094,3197.069824,383.646301,13.293207,2.590351,-27.509775,-1
